ID	GoogleMapsID	Name	Types	Address	Phone Number	International Phone Number	Opening hours	Website	Operational	Rating	Total Reviewers	Reviews	Wheelchair Accessible	Latitude	Longitude
39	ChIJH3QX5VJwVhMRQz6OKlr6MZY	Winery „Pivka“	food, point of interest, establishment	107	043 371 416	+389 43 371 416	Monday - Wednesday:  7:00 AM – 10:00 PM  Friday:  Closed Sunday:  Closed	www.winerypivka.com.mk	OPERATIONAL	5.0	2	Review Author: Zorica Beguš | Rating: 5 | Text: All recommendations for the wonderful Andov family, great professionals and wines of perfect quality. For years, on our way back from vacations, we make sure to stop by and delight ourselves and our friends with the most beautiful wines of this beautiful region. | ------Review Author: Blagoj Divitarov | Rating: 5 | Text: Relaxed | ------	No	41.49194869999999	22.093001
40	ChIJpakyuTFxVhMR_EjfaTM9PW0	Family Winery „Nalej“	food, point of interest, establishment	Timjanik	071 963 630	+389 71 963 630	Monday - Sunday:  Open 24 hours 	Not found	OPERATIONAL	5.0	2	Review Author: Verica Šarac | Rating: 5 | Text:  | ------Review Author: Mence Pendevska | Rating: 5 | Text:  | ------	No	41.4688812	22.0836355
41	ChIJD5iYCoplVhMRX4S-I8otEHI	Family Winery „Peškov“	food, point of interest, establishment	C2G3+7HV, Kavadarci	070 204 799	+389 70 204 799	Not found	Not found	OPERATIONAL	4.6	10	Review Author: Rolan Sanjuan | Rating: 5 | Text: Exelent family cellar. They are very kind and know a lot about wine. The place is very nice and the wines are delicious.nA place to come back. | ------Review Author: Alek | Rating: 5 | Text: Excellent family winery, organic vino and chapagne | ------Review Author: Sam Gaanderse | Rating: 5 | Text: Delicious wines and very friendly people. | ------Review Author: Ondřej Velíšek | Rating: 5 | Text: Great wine, great experience. Thank you. | ------Review Author: Daniel Haman | Rating: 5 | Text: An excellent family winery run by the youngest member of the family. It was a bit difficult to find, but it was worth it. The wines are of top quality. | ------	No	41.4257402	22.0039119
42	ChIJ-y85mZ1lVhMRsDJ9TUrkyR4	Winery „Badi“	food, point of interest, establishment	Pere Toshev 3, Kavadartsi 1430	077 832 746	+389 77 832 746	Monday - Sunday:  Open 24 hours 	www.instagram.com/badiwinery/?hl=en	OPERATIONAL	5.0	11	Review Author: Ivan Hinić | Rating: 5 | Text: AWSOME wine, an small humble winery, one-man show( Badi-the owner is an great guy), definitely worth a visit | ------Review Author: Igor Stojanoski | Rating: 5 | Text: The best wines | ------Review Author: Vesna Poposka | Rating: 5 | Text:  | ------Review Author: Tim Arsov | Rating: 5 | Text:  | ------	No	41.4321479	22.0061189
43	ChIJibR19sRxVhMRurAbtiRiA20	Notkov Winery	food, point of interest, establishment	Leninova 35, Negotino	071 229 766	+389 71 229 766	Monday - Sunday:  Open 24 hours 	Not found	OPERATIONAL	0.0	0	Not found	No	41.48324	22.0946753
44	ChIJbUOE48B6VhMRt6WbQXwj0r8	Winery „Popov“	food, point of interest, establishment	F2RC+JH6, Sopot	043 551 000	+389 43 551 000	Not found	www.popovwinery.com.mk	OPERATIONAL	4.6	30	Review Author: Baba Zumbula | Rating: 4 | Text: Perfect wines | ------Review Author: Cristian Muir | Rating: 5 | Text: Fantastic | ------Review Author: Dime Cvetkov | Rating: 5 | Text: Excellent | ------Review Author: Goran Dimeski | Rating: 4 | Text: Nice wines | ------	Yes	41.4915359	22.0213826
45	ChIJncrr3FNxVhMRftvAE4j7mTY	Family Winery „Tomov“	liquor store, store, food, point of interest, establishment	Timjanik	076 808 994	+389 76 808 994	Monday - Sunday:  Open 24 hours 	www.family-winery-tomov.business.site/?utm_source=gmb&utm_medium=referral	OPERATIONAL	5.0	7	Review Author: Hypermk | Rating: 5 | Text: Very good and great experience | ------Review Author: Katarzyna FJ | Rating: 5 | Text: Wonderful place. Delectable owner. Delicious wine and great Rakija. We will be back for sure. | ------Review Author: Maros Reken | Rating: 5 | Text: Good Wine phrases 👍 | ------Review Author: Talka Blazevska | Rating: 5 | Text:  | ------Review Author: Robert Blazevski | Rating: 5 | Text:  | ------	No	41.4676689	22.0844239
46	ChIJVUQLkQplVhMR8VcH0GothLk	Ivanov Winery	food, point of interest, establishment	MK MK, Igman 11, Kavadarci	075 350 084	+389 75 350 084	Monday - Sunday:  Open 24 hours 	Not found	OPERATIONAL	5.0	1	Review Author: Spaso Mitrovski | Rating: 5 | Text:  | ------	No	41.4358661	22.0053509
47	ChIJi-Nf-9VlVhMRUp0SY3NEJ90	Jakovlevski winery	food, point of interest, establishment	4th of July 16, Kavadarci		Not found	Not found	Not found	OPERATIONAL	0.0	0	Not found	No	41.4380905	22.0098042
48	ChIJMYidOO9pVhMR17K7j6ywI3Y	Winery „Grkov“	point of interest, establishment	109	02 309 2641	+389 2 309 2641	Not found	Not found	OPERATIONAL	4.5	4	Review Author: Goran A | Rating: 5 | Text: Grkov winery is situated 26 km away from Kavadarci, on the foothils of Kozuf mountain in the village Krnjevo. The total production capacity is 120.000 liters with a possibility of increasing.nWhere the Sun kisses the freshness and creates the most tasteful wine, the love poured in a glass of Pinot Noir, Merlot and Cabernet Sauvignon from the wine cellar Grkov, only beautifies and continue Macedonian wine history.nThe winery “Grkov” has a production capacity of 120000 litres of wine. The raw materials for our production are our own with total of 11 hectares of grape plantations near the winery at the altitude 550m. The terrain of Krnjevo, as well as the climate, the altitude provide perfect condition for a high quality grapes such as Pinot Noir, Merlot and Cabernet Sauvignon.nWe used first-class imported planting material while planting the grape plantations.nThe grape quality depends on the characteristic climate which is a mixture of the Mediterranean climate under the influence of the Aegean Sea in the south and the continental climate influenced by the mountain Kozuf in the north.nIn the first quarter of 2007 the grape plantations were certified for organic production with the goal to give the final product an organic auspice. | ------Review Author: Martin Josevski | Rating: 5 | Text:  | ------Review Author: Aleksandar Ristovski | Rating: 4 | Text:  | ------Review Author: Zivko Brajkovski | Rating: 4 | Text:  | ------	No	41.3125587	22.1266275
49	ChIJBdNGt9llVhMR2m2SDzUV02o	Winery „Eros“	food, point of interest, establishment	MK, Marshal Tito 59, Marena	071 375 795	+389 71 375 795	Monday - Saturday:  10:00 AM – 4:00 PM  Sunday:  Closed	Not found	OPERATIONAL	4.4	9	Review Author: Marjan Davcev | Rating: 5 | Text: Super | ------Review Author: Angelko Sajkov | Rating: 5 | Text:  | ------Review Author: Jane Stavrov | Rating: 5 | Text:  | ------Review Author: Gjore Zaharchev | Rating: 5 | Text:  | ------Review Author: Goran Sotirov | Rating: 5 | Text:  | ------	No	41.4667585	22.0301764
50	ChIJy1BQcORpVhMRxhAHDwACTSM	Traikovsky Wines & Spirits	food, point of interest, establishment	109, Krnjevo	043 370 287	+389 43 370 287	Not found	www.traikovsky.com	OPERATIONAL	4.0	8	Review Author: Dimitra Fonceva | Rating: 5 | Text:  | ------Review Author: Dobrinco Dimitrov | Rating: 1 | Text:  | ------Review Author: Zorančo Ristov | Rating: 5 | Text:  | ------Review Author: Martina Ilievska | Rating: 1 | Text:  | ------Review Author: Antonio Todorov | Rating: 5 | Text:  | ------	No	41.3069873	22.1272005
51	ChIJhe7WrLBpVhMRZ060JgHsc-0	Krnjevo - BAROVO winery and vineyards	food, point of interest, establishment	109 1437		Not found	Not found	www.tikves.com.mk/en/domaine-barovo	OPERATIONAL	0.0	0	Not found	No	41.3154884	22.1280649
52	ChIJ25agap5lVhMRLu8i82C9FKQ	Winery „Ilijevi“	food, point of interest, establishment	C2MH+X8J, Kavadarci		Not found	Not found	Not found	OPERATIONAL	4.9	7	Review Author: Stefanija Trajkova | Rating: 5 | Text: The best wine is the one we drink with friends, the one  produced in winery Ilijevi :) | ------Review Author: Ilija Ilijev | Rating: 5 | Text: Excellent wines | ------Review Author: SB | Rating: 4 | Text:  | ------Review Author: mitko srnjakov | Rating: 5 | Text:  | ------Review Author: Sonja Tonevska | Rating: 5 | Text:  | ------	No	41.43495069999999	22.0282654
53	ChIJQVCrbZdlVhMR4nQgwIN8gtw	МГ Винарија / MG-Winery	food, point of interest, establishment	Industriska 2, Kavadarci	070 253 465	+389 70 253 465	Not found	Not found	OPERATIONAL	0.0	0	Not found	No	41.4424115	21.9999839
54	ChIJl2b5-GQlVxMRRg3rp_uyWFs	Ciflik Winery	tourist attraction, lodging, restaurant, food, point of interest, establishment	2 br.18 Brusnik, Bitola	078 305 369	+389 78 305 369	Monday - Thursday:  8:00 AM – 12:00 AM  Saturday:  8:00 AM – 1:00 AM Sunday:  8:00 AM – 12:00 AM	www.ciflikwinery.com	OPERATIONAL	4.5	664	Review Author: Stefan Petrov | Rating: 3 | Text: Location is perfect,beautiful view and is away from the busy streets of the city. The staff is always welcoming, restaurant is always busy but remains clean! Food is delicious,certain foods come in smaller portions than expected,prices unfortunately are a bit expensive compared to restaurants in the city,but only top quality and always delicious! | ------Review Author: Sven | Rating: 5 | Text: One of the best places i have ever been to. The staff there is really friendly, they learn you things about Macedonia and their food and drinks. The restaurant is perfect and food is delicious. Would absolutely recommend this place! | ------Review Author: Aneta Smilevska | Rating: 4 | Text: We ate dinner here. The food was good and and the server was great. The only thing that was disappointing was the white wine. They served white wine that was older than 2 years. Our wines were from 2018 and 2020, they did not taste very nice. | ------Review Author: Stefani Paunoska | Rating: 5 | Text: I had an amazing experience at Čiflik. We ordered a tasting menu with wine pairing and they did a great job. Everything was delicious, creative and very well prepared. Our server was Toni and his service was incredible! He is the best server Ive seen so far in Macedonia. This is my favorite restaurant in Bitola and I would definitely go there many more times. | ------	Yes	41.0319937	21.2929092
55	ChIJpQh2dD7rVhMRPAhHv6_3g1U	Sarika Winery	food, point of interest, establishment	Mirche Acev 128, Prilep	071 278 316	+389 71 278 316	Monday - Sunday:  Open 24 hours 	Not found	OPERATIONAL	5.0	5	Review Author: Tome Lazarovski | Rating: 5 | Text: The best wines and rakijas, I have ever tasted in my life! | ------Review Author: Dejan Nikoloski | Rating: 5 | Text: Those who have tried it know and those who have not tried it will not regret it, RESPECT Sarika Winery 🍷🥂🍷 | ------Review Author: Elena Petreska | Rating: 5 | Text:  | ------Review Author: Marko | Rating: 5 | Text:  | ------	No	41.3403377	21.5624017
56	ChIJBRSaLEQkVxMRI41uE6NIprQ	Винарска визба Лозар	point of interest, establishment	28XW+2V9, Bitola	076 377 330	+389 76 377 330	Monday - Saturday:  8:00 AM – 1:00 AM  Sunday:  Closed	Not found	OPERATIONAL	4.2	266	Review Author: Sonja Zmejkoska | Rating: 5 | Text: Good food and atmosphere. Staff is friendly and they have fast service. Prices are okay. | ------Review Author: Slobodan Lopatichki | Rating: 4 | Text: Very fancy place, with good food, if u like to have a nice quiet lunch or dinner for low price its the plave to go. | ------Review Author: aleksandar nikolic | Rating: 1 | Text: Waiter is with stiky fingers | ------Review Author: Tocke “TQ” 76 | Rating: 5 | Text: Good service. Affordable prices. Excellent food. Available variety of size in food portions. | ------	Yes	41.0475436	21.3472231
57	ChIJtdjWkI7rVhMRAOtpgrOb3gk	Pirgan	food, point of interest, establishment	Народен Херој, MK, Орде Чопела бб, Prilep	070 353 218	+389 70 353 218	Monday - Friday:  8:00 AM – 3:00 PM  Saturday:  8:00 AM – 2:00 PM Sunday:  Closed	www.winery-362.business.site/?utm_source=gmb&utm_medium=referral	OPERATIONAL	4.0	5	Review Author: Ducati Corse | Rating: 5 | Text: Great winery....beautiful wines and a great place. | ------Review Author: Guliola Lena | Rating: 5 | Text:  | ------Review Author: Vasko Krsteski | Rating: 1 | Text:  | ------Review Author: Ivana Joleska | Rating: 5 | Text:  | ------Review Author: Jovan Veleski | Rating: 4 | Text:  | ------	No	41.365444	21.5155086
58	ChIJGwPG-0A1VxMRqy2VmyVXLAQ	Alesto Winery	food, point of interest, establishment	Arvati	076 387 262	+389 76 387 262	Monday - Sunday:  12:00 – 8:00 PM 	Not found	OPERATIONAL	5.0	11	Review Author: Marcel Bial | Rating: 5 | Text: An astonishingly talented young wine maker that presents delicious light wine wines and a definitely promising great rosé to be tasted with equally subtle local food.. Strongly recommended | ------Review Author: Dirk B. | Rating: 5 | Text: With friends we enjoyed a wonderful evening with wine tasting followed by dinner. The wine and the food were excellent. Recommendable! | ------Review Author: Stefan Milevski | Rating: 5 | Text: We enjoyed a great afternoon at Alesto Winery. Aleksandar was very hospitable. We tried all varieties of wines on offer, as well as the rakija. Aleksandar also offered a variety of local cheeses which complemented the wines on offer.nnWe would recommend the winery to all visitors to the Lake Prespa region. | ------Review Author: Trajche Petrov | Rating: 5 | Text: Thanks to Alexander and his family for making us discover this enchanted place nestled in the mountains on Lake Prespa. A winery at the beginning of its adventure offering top quality wines and an even better Rakija accompanied by delicious home cooked food. To visit absolutely. | ------	No	40.9429755	21.1120544
59	ChIJffvaGwnZUBMRv0QXmK9T4gI	Monastery Winery	food, point of interest, establishment	MK, Ohrid	078 474 656	+389 78 474 656	Monday - Friday:  Closed  Saturday:  12:00 – 5:00 PM Sunday:  Closed	www.monasterywinery.com	OPERATIONAL	4.9	150	Review Author: Peter Robinson | Rating: 5 | Text: What a great little winery with grapes coming from a vineyard just 5kms away. Manufacturing just 10,000 bottles a year.nWe did the summer tasting which included a great cheese board. Strongly recommend a visit & purchase of a bottle or two 😉 | ------Review Author: Chris Roaf | Rating: 5 | Text: We had a great time doing a mountain hike and wine tasting. Filip was a great guide and host and really took fantastic care of us the whole time we were there.nThe wine was delicious and they also have orange wine and a variety of rakia to try. They made us a special vegetarian plate and were very helpful with booking and accommodating us.nThis is only the second year that they are open so I expect that they will continue to get better and better. | ------Review Author: Milan Markovic | Rating: 5 | Text: I recently had the pleasure of visiting Monastery Winery for a vine testing experience, and it was a fantastic experience from start to finish.nnThe vineyard had a breathtaking setting, and the staff were not only friendly, but also incredibly knowledgeable about their wines.nnThe host at Monastery Winery was exceptional, providing a warm welcome and making the entire experience enjoyable and informative. The wines were delicious, and the vineyard tour provided insight into the winemaking process. I highly recommend visiting ! | ------Review Author: mindert van rij | Rating: 5 | Text: The winery is in the second season of receiving guests, I expect them to be very busy soon. Lovely scenery recently rebuild on church ground. The wines tasted very nice, and the host was nice and relaxed. We rode bikes here and were a bit hungry, luckily a second charcuterie was no problem. | ------Review Author: Roar Skotte | Rating: 5 | Text: We popped by this winery and got a quick and informative tour. Good local wines, friendly staff and secluded location. | ------	No	41.1847951	20.8772488
60	ChIJx-NCL1_bUBMR-wtbELj96FE	Hotel & Winery Lozar	lodging, point of interest, establishment	28XW+2V9, Bitola	075 373 542	+389 75 373 542	Not found	www.and-winery-lozar.hotelgoday.com	OPERATIONAL	4.4	45	Review Author: aleksandar nikolic | Rating: 1 | Text: The place is very bad.nOld vinery,rooms are on roof,no isolation,terible service. | ------Review Author: igor cadikovski | Rating: 5 | Text: Big cosy room, helpful stuff, the breakfast was superb although it was a narrow choise. The only downside is the surrounding of the hotel. Nevertheless it deserves a 5 | ------Review Author: Nenad Banjanac | Rating: 5 | Text: Nice place for all occasions. Good wine and excellent food.nGood stuff and excellent service!!! | ------Review Author: Foteini Choreva | Rating: 5 | Text: Very big and clean room. It s really fantastic with a very nice price. | ------Review Author: Svetlana Vuckovic | Rating: 5 | Text: Very comfortable, very good food. | ------	No	41.0476894	21.3471758
61	ChIJ_Sg1if_dUBMRnQqMLXhWbt0	S&S Winery	food, point of interest, establishment	Ohrid	070 780 608	+389 70 780 608	Monday - Friday:  5:00 – 11:00 PM  Sunday:  4:00 – 11:00 PM	www.sswinery.com	OPERATIONAL	5.0	27	Review Author: Sara Marcus | Rating: 5 | Text: What a beautiful location. Two brothers who run the vineyard and make their wine with passion.  The wines are very tasty, just like all the snacks that they serve with the tasting.  We thought we wanted to have dinner somewhere afterwards, this was anything but necessary because we had received so much tasty food. We had a perfect evening at this great place. | ------Review Author: Franziska Slawinski | Rating: 5 | Text: What a wonderful wine tasting!nnWe got to taste amazing wines and great local food by the brothers who own the place. They put so much love and effort into their winery and make you feel special and welcome. We had a great evening!n10/10 | ------Review Author: Benjamin Mellefont | Rating: 5 | Text: If I could give this place 10 stars I would… I cannot recommend it enough. Incredible hospitality by the two brothers that run this winery, down to the detailed food pairings that come with the wine. And hat to say about the wine!? So great to be taken on a journey through what Macedonian grapes have to offer… massive flavour spectrum here. And topped off by a breathtaking view of the lake and surrounding area. No doubt this will remain a highlight of my trip to Ohrid. | ------Review Author: Guilherme Paschoal | Rating: 5 | Text: A perfect experience and a must visit when in Ohrid! This newly opened winery by two brothers that have passion for the wine they make will make your your evening perfect. We had wine tasting paired with great local cheeses and delicacies topped with the beautiful view of the Ohrid lake. Just perfect! | ------	No	41.1384154	20.7757859
62	ChIJ12wXw6TcUBMRtjUec-JVHpw	Wine Bar & Winery Mal Sv. Kliment	bar, food, point of interest, establishment	Metodi Patche 8, Ohrid	075 223 949	+389 75 223 949	Monday - Saturday:  6:00 PM – 12:00 AM  Sunday:  Closed	www.vilamalsvetikliment.com	OPERATIONAL	4.8	64	Review Author: Bjørg Nordskar | Rating: 5 | Text: Amazing place and really cozy atmosphere. We went to a tasting event with a tailored menu matching Macedonian wine with local food and flavors. The service was amazing and Amir told us passionately about the wine and gave great recommendations. Food was good and the chef is 👍🏻 Highly recommend the place. | ------Review Author: Leon Rališ | Rating: 5 | Text: If you love wine and you are in Ohrid, this is a must visit. Super nice and professional staff that will guide you through Macedonian wines and find the right ones for your taste. You get to learn a lot and experience a different variety of great wines from this region. Personally the Temjanika was one of my favorites. It was an amazing experience, the atmosphere in the place is cosy and makes you feel at home. | ------Review Author: Sam Lawes | Rating: 5 | Text: We tasted 5 different Northern Macedonian wines (including one PetNat) in this very charming wine bar in Ohrid. The friendly  owner has consistently met our taste with his recommendations. he also has some wines in his portfolio for friends of natural wine. Cheese and charcuterie very fine, too | ------Review Author: Kristijan Arsov | Rating: 5 | Text: The best wine tasting experience in all of Ohrid. Intimate atmoshere, huge selection of rare wines, and delicious finger food made specially for each wine you try! 😋 | ------	No	41.1126065	20.7969222
63	ChIJWyGnTpDcUBMRmhtoS7b6Oks	Winery Ohrid	food, point of interest, establishment	4QHV+56P, Бул. Железничка ББ, Ohrid	046 279 225	+389 46 279 225	Not found	Not found	OPERATIONAL	5.0	7	Review Author: Marijana Simovic | Rating: 5 | Text: Perfect! | ------Review Author: Nevena Radosavljevic | Rating: 5 | Text:  | ------Review Author: Миле Степановски | Rating: 5 | Text:  | ------Review Author: Nikolche Atanasovski | Rating: 5 | Text:  | ------Review Author: Dusan Sebek | Rating: 5 | Text:  | ------	No	41.1279708	20.7930905
64	ChIJpbpqfns3URMR8DNHLYh_5Cg	Vinarija Baso	food, point of interest, establishment	Mara Ugrinova - Gina, Kičevo		Not found	Monday - Friday:  8:00 AM – 8:00 PM  Sunday:  Closed	Not found	OPERATIONAL	0.0	0	Not found	No	41.5029571	20.9534083
65	ChIJoT-CWMbjUBMRP5TOUh_kRQ0	KM-VIN	food, point of interest, establishment	6HRW+9Q7, Vevchani	070 628 952	+389 70 628 952	Monday - Friday:  8:00 AM – 4:00 PM  Sunday:  Closed	Not found	OPERATIONAL	5.0	1	Review Author: Stefan Kocovski | Rating: 5 | Text: Best wines ever | ------	No	41.24090959999999	20.596904
66	ChIJ30VPIejtUBMR5Da6kTu8yC8	Vreshti Katjel	food, point of interest, establishment	Prrenjas		Not found	Not found	www.d-tech-educate.com	OPERATIONAL	0.0	0	Not found	No	41.0565989	20.5463018
67	ChIJ65oTw6TcUBMRIA2HZFIBbBg	Church of Small Saint Clement	tourist attraction, church, place of worship, point of interest, establishment	4Q7W+2P9, Metodi Patche, Ohrid		Not found	Not found	www.vilamalsvetikliment.com	OPERATIONAL	4.6	18	Review Author: Klaus Wanderer | Rating: 3 | Text: Small chapel in the center of Ohrid. A bit crowded by the newer buildings. It was locked when I visited and no info is provided in English about its history etc. | ------Review Author: Alek | Rating: 5 | Text: Nice small church | ------Review Author: Zeynep Aksu | Rating: 3 | Text: You can not enter the church. This is othodoks church | ------Review Author: Fed Ten | Rating: 5 | Text: Super nice, super location. | ------Review Author: Ivelin Indjov | Rating: 5 | Text: The best hotel with winery in Ohrid. | ------	No	41.1125428	20.7968734
68	ChIJveZ3TL4uVBMRF_2HEA6ljic	Winery „Chateau Sopot“	liquor store, store, restaurant, food, point of interest, establishment	MK, Veles	078 663 300	+389 78 663 300	Monday - Friday:  11:00 AM – 9:00 PM  Sunday:  10:00 AM – 10:00 PM	www.facebook.com/chateausopotmacedonia	OPERATIONAL	4.4	669	Review Author: Marija Malnar | Rating: 5 | Text: Great service, great place, delicious food, great wine. We eat full lunch with wine and desert and everything was more than delicious. Maybe the best grilled vegetables I have ever tasted. Wines are beautiful. Highly recommend and we will surely come back here each time we pass by Veles. If I could rate it 10 of 5 I would! Staff is so kind and helpful. | ------Review Author: Angela Gjekanovikj | Rating: 5 | Text: Very nice and quite place surrounded by vineyards.nThe food and local wine was delicious. We appreciated excellent servis by Jovan. Definitely recommended! | ------	Yes	41.7777559	21.7409903
69	ChIJ0Vt5uS4tVBMRVs6bD5jFFPI	OldSchoolWinery	food, point of interest, establishment	Lake Mladost Veles MK	075 355 900	+389 75 355 900	Not found	www.m.facebook.com/OldSchoolWinery2020	OPERATIONAL	4.7	6	Review Author: ZG 7505 | Rating: 5 | Text: A small Vinery, near Ezero Mladost. Very good wines!👍👍👍 | ------Review Author: Goran Bogevski | Rating: 3 | Text: Average place | ------Review Author: Jockata ROMA | Rating: 5 | Text:  | ------Review Author: Petar Kalezic | Rating: 5 | Text:  | ------Review Author: Kurt Crockford | Rating: 5 | Text:  | ------	No	41.7736154	21.767121
70	ChIJc_YQV7MtVBMRDBmna83oVBQ	Tristo	food, point of interest, establishment	QQQR+GCP, Otovica Sujaklari, Sojaklari	043 212 065	+389 43 212 065	Not found	Not found	OPERATIONAL	5.0	19	Review Author: Pance Akimovski | Rating: 5 | Text: A great place to party and enjoy good wine and food | ------Review Author: zoran peovski | Rating: 5 | Text: excellent winery, wonderful atmosphere and friendly locals. worth a visit | ------Review Author: dejan pametkovski | Rating: 5 | Text: Beautiful ambience, excellent wine and food, we recommend it | ------Review Author: Cele | Rating: 5 | Text: Excellent wines of excellent quality | ------Review Author: Uros Tasev | Rating: 5 | Text:  | ------	Yes	41.7888443	21.7910901
71	ChIJG042u7t-VhMR9v8IfVv81yU	Winery „Stobi“	tourist attraction, food, point of interest, establishment	Avtopat b.b., Gradsko	078 221 427	+389 78 221 427	Monday - Sunday:  10:00 AM – 6:00 PM 	www.stobiwinery.mk	OPERATIONAL	4.7	374	Review Author: Marek Cienky | Rating: 5 | Text: Amazing place. It is pity that Google maps list it as winery, not restaurant. You might miss it looking for place to eat and you would regret it. Top notch personnel, very attentive. You will feel like in Michelin restaurant but you will not spend a fortune there. Excellent food. We have bought a wine in their shop as well. | ------Review Author: Peter Petrovski | Rating: 5 | Text: Beautiful winery, go on the tour and see the big cellar. The food was impeccable and the wines are terrific. Try the Acacia chardonnay. Definitely recommend a visit if you’re visiting Macedonia. | ------Review Author: Taco Bakker | Rating: 5 | Text: We had a tour in the winery with explanations from a guide on the wine making process. Afterwards we had a formidable lunch with four magnificent wines. The food-wine pairing was done excellent, and the food was amazing. I can highly recommend to go here. | ------	Yes	41.5812326	21.9362267
72	ChIJi8-UuTlxVhMRm15XfkrI8AU	Winery „Paragon“	bar, food, point of interest, establishment	G4C8+R4, Krivolak	071 302 478	+389 71 302 478	Monday - Saturday:  8:00 AM – 4:00 PM  Sunday:  Closed	Not found	OPERATIONAL	4.8	12	Review Author: Aleksandar lazarov | Rating: 5 | Text: The best | ------Review Author: Filip Petrovski | Rating: 5 | Text: I highly recommend. | ------Review Author: vancokova snezana | Rating: 5 | Text: Thanks for ENJOYING | ------Review Author: Riste Pecov | Rating: 5 | Text:  | ------Review Author: Dule Paunovic | Rating: 5 | Text:  | ------	Yes	41.5220625	22.1153125
73	ChIJGS1BVvsrVBMRJn0lyDq3PIc	Kocev Family Wines	food, point of interest, establishment	Prohor Pcinski, Veles	072 245 483	+389 72 245 483	Monday - Saturday:  10:00 AM – 6:00 PM  Sunday:  Closed	Not found	OPERATIONAL	5.0	2	Review Author: Dejan Sazdov | Rating: 5 | Text:  | ------Review Author: ZG 7505 | Rating: 5 | Text:  | ------	No	41.7096692	21.787771
74	ChIJX058x0CDVhMRlpxrmXpyhv0	Manager Tikves Wine Tourism	food, point of interest, establishment	8 mi septemvri	070 388 507	+389 70 388 507	Not found	Not found	OPERATIONAL	0.0	0	Not found	No	41.608635	21.745275
75	ChIJHbitwmR6VhMRItx6HYv1eHk	Domaine Lepovo	food, point of interest, establishment	Negotino	02 318 1741	+389 2 318 1741	Not found	www.domainelepovo.com	OPERATIONAL	4.4	9	Review Author: Toni Nedev | Rating: 1 | Text:  | ------Review Author: Danja Wehle | Rating: 5 | Text:  | ------Review Author: Гергана Богданова | Rating: 5 | Text:  | ------Review Author: Dragan Vasilevski | Rating: 5 | Text:  | ------Review Author: Milos Simic | Rating: 5 | Text:  | ------	Yes	41.5176405	22.0342244
76	ChIJW3BbFrMtVBMRYY89py4KLBI	Винарија Тристо - Tristo Winery	point of interest, establishment	Гоце Делчев	078 389 958	+389 78 389 958	Not found	Not found	OPERATIONAL	0.0	0	Not found	No	41.78897690000001	21.7932594
77	ChIJY0M7JCp7VhMRKeXKfLyKS8I	Winery „Vardarska dolina“	food, point of interest, establishment	G2JC+WW6, Kurija	071 320 867	+389 71 320 867	Monday - Sunday:  8:00 AM – 4:00 PM 	www.vardarskadolina.mk	OPERATIONAL	0.0	0	Not found	No	41.53227709999999	22.0222751
78	ChIJ3bGUYpaEVhMRP9byfZaxkWw	Izvorno	food, point of interest, establishment	M5	077 901 169	+389 77 901 169	Not found	Not found	OPERATIONAL	4.7	7	Review Author: Dejan Ilic | Rating: 5 | Text: Great ambience, exceptional hospitality and, to top it all off, a journey through the history of wine tastes and smells under the leadership of the inimitable and inspired Zoki! | ------Review Author: Cele | Rating: 5 | Text: Excellent wines of great quality for every taste | ------Review Author: Ordance Madzurkarov | Rating: 3 | Text: An intimate place suitable for private parties | ------Review Author: Marjan Arsov | Rating: 5 | Text: A wine to be tasted and savored | ------Review Author: Blagoja Tashaminov | Rating: 5 | Text:  | ------	Yes	41.6038276	21.6928141
79	ChIJMx1iocF7VhMRLjdvz1M1Wkw	Winery „Movino“	food, point of interest, establishment	GXC7+HVF, MK, Industriska BB, Rosoman	043 400 731	+389 43 400 731	Monday - Friday:  8:00 AM – 4:00 PM  Sunday:  Closed	www.movino.mk	OPERATIONAL	5.0	2	Review Author: Dejan Jovanovski | Rating: 5 | Text:  | ------Review Author: ZigojnenMKD KUM | Rating: 5 | Text:  | ------	Yes	41.5214442	21.9646746
80	ChIJhyaGCVNwVhMRja05LB5JpYo	Winery „Bovin“	food, point of interest, establishment	Индустриска, Negotino	043 365 322	+389 43 365 322	Monday - Friday:  8:00 AM – 4:00 PM  Sunday:  Closed	www.bovin.mk	OPERATIONAL	4.8	75	Review Author: Jukka Karkimo | Rating: 5 | Text: Its my pleasure to say greetings from Finland to Bovin personnel.. It was 10 years ago when I was drinking your excellent wines... The best wines on the world... distribution to Finland?  Gjorgji all the best for you and your family...nJukka | ------Review Author: Ivan Gašparov | Rating: 5 | Text: Imperator is the best red vine in the world | ------Review Author: Vanco P. Kosturski | Rating: 5 | Text: Best wines in Macedinia. My favorite is Imperator.  Keep on with good quality.  We love you :) | ------Review Author: Anaïs Rajery-Rasata | Rating: 5 | Text: Great explanations, good wine tasting, friendly conversations !! I definitively recommend it | ------Review Author: John Petersen | Rating: 5 | Text: So tasty! | ------	No	41.4933002	22.0924896
81	ChIJuSl76LdjVhMRWh15iMS94xA	MILEV Winery	food, point of interest, establishment	Ul. Kamendol - Trstenik S, Trstenik		Not found	Monday - Friday:  7:00 AM – 3:00 PM  Sunday:  Closed	Not found	OPERATIONAL	0.0	0	Not found	No	41.4758331	21.9211223
